지점,지점명,일시,기온(°C)
108,서울,2022-06-12 00:01,22.2
108,서울,2022-06-12 00:02,22.2
108,서울,2022-06-12 00:03,22.1
108,서울,2022-06-12 00:04,22.1
108,서울,2022-06-12 00:05,22.1
108,서울,2022-06-12 00:06,22.1
108,서울,2022-06-12 00:07,22.1
108,서울,2022-06-12 00:08,22.1
108,서울,2022-06-12 00:09,22.1
108,서울,2022-06-12 00:10,22.1
108,서울,2022-06-12 00:11,22.1
108,서울,2022-06-12 00:12,22
108,서울,2022-06-12 00:13,22
108,서울,2022-06-12 00:14,22
108,서울,2022-06-12 00:15,22
108,서울,2022-06-12 00:16,22
108,서울,2022-06-12 00:17,22
108,서울,2022-06-12 00:18,22
108,서울,2022-06-12 00:19,22
108,서울,2022-06-12 00:20,21.9
108,서울,2022-06-12 00:21,21.9
108,서울,2022-06-12 00:22,21.9
108,서울,2022-06-12 00:23,21.9
108,서울,2022-06-12 00:24,21.9
108,서울,2022-06-12 00:25,21.9
108,서울,2022-06-12 00:26,21.9
108,서울,2022-06-12 00:27,21.8
108,서울,2022-06-12 00:28,21.8
108,서울,2022-06-12 00:29,21.8
108,서울,2022-06-12 00:30,21.8
108,서울,2022-06-12 00:31,21.8
108,서울,2022-06-12 00:32,21.8
108,서울,2022-06-12 00:33,21.8
108,서울,2022-06-12 00:34,21.7
108,서울,2022-06-12 00:35,21.7
108,서울,2022-06-12 00:36,21.7
108,서울,2022-06-12 00:37,21.7
108,서울,2022-06-12 00:38,21.7
108,서울,2022-06-12 00:39,21.7
108,서울,2022-06-12 00:40,21.7
108,서울,2022-06-12 00:41,21.6
108,서울,2022-06-12 00:42,21.6
108,서울,2022-06-12 00:43,21.6
108,서울,2022-06-12 00:44,21.6
108,서울,2022-06-12 00:45,21.6
108,서울,2022-06-12 00:46,21.6
108,서울,2022-06-12 00:47,21.6
108,서울,2022-06-12 00:48,21.6
108,서울,2022-06-12 00:49,21.6
108,서울,2022-06-12 00:50,21.5
108,서울,2022-06-12 00:51,21.5
108,서울,2022-06-12 00:52,21.5
108,서울,2022-06-12 00:53,21.5
108,서울,2022-06-12 00:54,21.5
108,서울,2022-06-12 00:55,21.5
108,서울,2022-06-12 00:56,21.4
108,서울,2022-06-12 00:57,21.4
108,서울,2022-06-12 00:58,21.4
108,서울,2022-06-12 00:59,21.4
108,서울,2022-06-12 01:00,21.4
108,서울,2022-06-12 01:01,21.4
108,서울,2022-06-12 01:02,21.4
108,서울,2022-06-12 01:03,21.3
108,서울,2022-06-12 01:04,21.3
108,서울,2022-06-12 01:05,21.3
108,서울,2022-06-12 01:06,21.3
108,서울,2022-06-12 01:07,21.3
108,서울,2022-06-12 01:08,21.3
108,서울,2022-06-12 01:09,21.3
108,서울,2022-06-12 01:10,21.3
108,서울,2022-06-12 01:11,21.2
108,서울,2022-06-12 01:12,21.2
108,서울,2022-06-12 01:13,21.2
108,서울,2022-06-12 01:14,21.2
108,서울,2022-06-12 01:15,21.2
108,서울,2022-06-12 01:16,21.2
108,서울,2022-06-12 01:17,21.2
108,서울,2022-06-12 01:18,21.2
108,서울,2022-06-12 01:19,21.1
108,서울,2022-06-12 01:20,21.1
108,서울,2022-06-12 01:21,21.1
108,서울,2022-06-12 01:22,21.1
108,서울,2022-06-12 01:23,21.1
108,서울,2022-06-12 01:24,21.1
108,서울,2022-06-12 01:25,21.1
108,서울,2022-06-12 01:26,21
108,서울,2022-06-12 01:27,21
108,서울,2022-06-12 01:28,21
108,서울,2022-06-12 01:29,21
108,서울,2022-06-12 01:30,21
108,서울,2022-06-12 01:31,21
108,서울,2022-06-12 01:32,21
108,서울,2022-06-12 01:33,21
108,서울,2022-06-12 01:34,21
108,서울,2022-06-12 01:35,20.9
108,서울,2022-06-12 01:36,20.9
108,서울,2022-06-12 01:37,20.9
108,서울,2022-06-12 01:38,20.9
108,서울,2022-06-12 01:39,20.9
108,서울,2022-06-12 01:40,20.9
108,서울,2022-06-12 01:41,20.9
108,서울,2022-06-12 01:42,20.9
108,서울,2022-06-12 01:43,20.9
108,서울,2022-06-12 01:44,20.8
108,서울,2022-06-12 01:45,20.8
108,서울,2022-06-12 01:46,20.8
108,서울,2022-06-12 01:47,20.8
108,서울,2022-06-12 01:48,20.8
108,서울,2022-06-12 01:49,20.8
108,서울,2022-06-12 01:50,20.8
108,서울,2022-06-12 01:51,20.8
108,서울,2022-06-12 01:52,20.8
108,서울,2022-06-12 01:53,20.8
108,서울,2022-06-12 01:54,20.7
108,서울,2022-06-12 01:55,20.7
108,서울,2022-06-12 01:56,20.7
108,서울,2022-06-12 01:57,20.7
108,서울,2022-06-12 01:58,20.7
108,서울,2022-06-12 01:59,20.7
108,서울,2022-06-12 02:00,20.7
108,서울,2022-06-12 02:01,20.7
108,서울,2022-06-12 02:02,20.7
108,서울,2022-06-12 02:03,20.7
108,서울,2022-06-12 02:04,20.7
108,서울,2022-06-12 02:05,20.6
108,서울,2022-06-12 02:06,20.6
108,서울,2022-06-12 02:07,20.6
108,서울,2022-06-12 02:08,20.6
108,서울,2022-06-12 02:09,20.6
108,서울,2022-06-12 02:10,20.6
108,서울,2022-06-12 02:11,20.6
108,서울,2022-06-12 02:12,20.6
108,서울,2022-06-12 02:13,20.6
108,서울,2022-06-12 02:14,20.5
108,서울,2022-06-12 02:15,20.5
108,서울,2022-06-12 02:16,20.5
108,서울,2022-06-12 02:17,20.5
108,서울,2022-06-12 02:18,20.5
108,서울,2022-06-12 02:19,20.5
108,서울,2022-06-12 02:20,20.5
108,서울,2022-06-12 02:21,20.5
108,서울,2022-06-12 02:22,20.5
108,서울,2022-06-12 02:23,20.5
108,서울,2022-06-12 02:24,20.5
108,서울,2022-06-12 02:25,20.5
108,서울,2022-06-12 02:26,20.4
108,서울,2022-06-12 02:27,20.4
108,서울,2022-06-12 02:28,20.4
108,서울,2022-06-12 02:29,20.4
108,서울,2022-06-12 02:30,20.4
108,서울,2022-06-12 02:31,20.4
108,서울,2022-06-12 02:32,20.4
108,서울,2022-06-12 02:33,20.4
108,서울,2022-06-12 02:34,20.4
108,서울,2022-06-12 02:35,20.4
108,서울,2022-06-12 02:36,20.3
108,서울,2022-06-12 02:37,20.3
108,서울,2022-06-12 02:38,20.3
108,서울,2022-06-12 02:39,20.3
108,서울,2022-06-12 02:40,20.3
108,서울,2022-06-12 02:41,20.3
108,서울,2022-06-12 02:42,20.3
108,서울,2022-06-12 02:43,20.3
108,서울,2022-06-12 02:44,20.3
108,서울,2022-06-12 02:45,20.3
108,서울,2022-06-12 02:46,20.3
108,서울,2022-06-12 02:47,20.2
108,서울,2022-06-12 02:48,20.2
108,서울,2022-06-12 02:49,20.2
108,서울,2022-06-12 02:50,20.2
108,서울,2022-06-12 02:51,20.2
108,서울,2022-06-12 02:52,20.2
108,서울,2022-06-12 02:53,20.2
108,서울,2022-06-12 02:54,20.2
108,서울,2022-06-12 02:55,20.2
108,서울,2022-06-12 02:56,20.2
108,서울,2022-06-12 02:57,20.2
108,서울,2022-06-12 02:58,20.1
108,서울,2022-06-12 02:59,20.1
108,서울,2022-06-12 03:00,20.1
108,서울,2022-06-12 03:01,20.1
108,서울,2022-06-12 03:02,20.1
108,서울,2022-06-12 03:03,20.1
108,서울,2022-06-12 03:04,20.1
108,서울,2022-06-12 03:05,20.1
108,서울,2022-06-12 03:06,20.1
108,서울,2022-06-12 03:07,20.1
108,서울,2022-06-12 03:08,20.1
108,서울,2022-06-12 03:09,20.1
108,서울,2022-06-12 03:10,20
108,서울,2022-06-12 03:11,20
108,서울,2022-06-12 03:12,20
108,서울,2022-06-12 03:13,20
108,서울,2022-06-12 03:14,20
108,서울,2022-06-12 03:15,20
108,서울,2022-06-12 03:16,20
108,서울,2022-06-12 03:17,20
108,서울,2022-06-12 03:18,20
108,서울,2022-06-12 03:19,20
108,서울,2022-06-12 03:20,20
108,서울,2022-06-12 03:21,19.9
108,서울,2022-06-12 03:22,19.9
108,서울,2022-06-12 03:23,19.9
108,서울,2022-06-12 03:24,19.9
108,서울,2022-06-12 03:25,19.9
108,서울,2022-06-12 03:26,19.9
108,서울,2022-06-12 03:27,19.9
108,서울,2022-06-12 03:28,19.9
108,서울,2022-06-12 03:29,19.9
108,서울,2022-06-12 03:30,19.9
108,서울,2022-06-12 03:31,19.9
108,서울,2022-06-12 03:32,19.9
108,서울,2022-06-12 03:33,19.9
108,서울,2022-06-12 03:34,19.9
108,서울,2022-06-12 03:35,19.9
108,서울,2022-06-12 03:36,19.9
108,서울,2022-06-12 03:37,19.9
108,서울,2022-06-12 03:38,19.9
108,서울,2022-06-12 03:39,19.9
108,서울,2022-06-12 03:40,19.9
108,서울,2022-06-12 03:41,19.9
108,서울,2022-06-12 03:42,19.9
108,서울,2022-06-12 03:43,19.9
108,서울,2022-06-12 03:44,19.8
108,서울,2022-06-12 03:45,19.8
108,서울,2022-06-12 03:46,19.8
108,서울,2022-06-12 03:47,19.8
108,서울,2022-06-12 03:48,19.8
108,서울,2022-06-12 03:49,19.8
108,서울,2022-06-12 03:50,19.8
108,서울,2022-06-12 03:51,19.8
108,서울,2022-06-12 03:52,19.8
108,서울,2022-06-12 03:53,19.8
108,서울,2022-06-12 03:54,19.8
108,서울,2022-06-12 03:55,19.8
108,서울,2022-06-12 03:56,19.7
108,서울,2022-06-12 03:57,19.7
108,서울,2022-06-12 03:58,19.7
108,서울,2022-06-12 03:59,19.7
108,서울,2022-06-12 04:00,19.7
108,서울,2022-06-12 04:01,19.7
108,서울,2022-06-12 04:02,19.7
108,서울,2022-06-12 04:03,19.7
108,서울,2022-06-12 04:04,19.7
108,서울,2022-06-12 04:05,19.7
108,서울,2022-06-12 04:06,19.7
108,서울,2022-06-12 04:07,19.6
108,서울,2022-06-12 04:08,19.6
108,서울,2022-06-12 04:09,19.6
108,서울,2022-06-12 04:10,19.6
108,서울,2022-06-12 04:11,19.6
108,서울,2022-06-12 04:12,19.6
108,서울,2022-06-12 04:13,19.6
108,서울,2022-06-12 04:14,19.6
108,서울,2022-06-12 04:15,19.6
108,서울,2022-06-12 04:16,19.6
108,서울,2022-06-12 04:17,19.6
108,서울,2022-06-12 04:18,19.6
108,서울,2022-06-12 04:19,19.5
108,서울,2022-06-12 04:20,19.5
108,서울,2022-06-12 04:21,19.5
108,서울,2022-06-12 04:22,19.5
108,서울,2022-06-12 04:23,19.5
108,서울,2022-06-12 04:24,19.5
108,서울,2022-06-12 04:25,19.5
108,서울,2022-06-12 04:26,19.5
108,서울,2022-06-12 04:27,19.4
108,서울,2022-06-12 04:28,19.4
108,서울,2022-06-12 04:29,19.4
108,서울,2022-06-12 04:30,19.4
108,서울,2022-06-12 04:31,19.4
108,서울,2022-06-12 04:32,19.4
108,서울,2022-06-12 04:33,19.4
108,서울,2022-06-12 04:34,19.4
108,서울,2022-06-12 04:35,19.4
108,서울,2022-06-12 04:36,19.4
108,서울,2022-06-12 04:37,19.4
108,서울,2022-06-12 04:38,19.4
108,서울,2022-06-12 04:39,19.3
108,서울,2022-06-12 04:40,19.3
108,서울,2022-06-12 04:41,19.3
108,서울,2022-06-12 04:42,19.3
108,서울,2022-06-12 04:43,19.3
108,서울,2022-06-12 04:44,19.3
108,서울,2022-06-12 04:45,19.3
108,서울,2022-06-12 04:46,19.3
108,서울,2022-06-12 04:47,19.3
108,서울,2022-06-12 04:48,19.3
108,서울,2022-06-12 04:49,19.3
108,서울,2022-06-12 04:50,19.3
108,서울,2022-06-12 04:51,19.2
108,서울,2022-06-12 04:52,19.2
108,서울,2022-06-12 04:53,19.2
108,서울,2022-06-12 04:54,19.2
108,서울,2022-06-12 04:55,19.2
108,서울,2022-06-12 04:56,19.2
108,서울,2022-06-12 04:57,19.2
108,서울,2022-06-12 04:58,19.2
108,서울,2022-06-12 04:59,19.2
108,서울,2022-06-12 05:00,19.2
108,서울,2022-06-12 05:01,19.2
108,서울,2022-06-12 05:02,19.1
108,서울,2022-06-12 05:03,19.1
108,서울,2022-06-12 05:04,19.1
108,서울,2022-06-12 05:05,19.1
108,서울,2022-06-12 05:06,19.1
108,서울,2022-06-12 05:07,19.1
108,서울,2022-06-12 05:08,19.1
108,서울,2022-06-12 05:09,19.1
108,서울,2022-06-12 05:10,19
108,서울,2022-06-12 05:11,19
108,서울,2022-06-12 05:12,19
108,서울,2022-06-12 05:13,19
108,서울,2022-06-12 05:14,19
108,서울,2022-06-12 05:15,19
108,서울,2022-06-12 05:16,19
108,서울,2022-06-12 05:17,19
108,서울,2022-06-12 05:18,19
108,서울,2022-06-12 05:19,19
108,서울,2022-06-12 05:20,19
108,서울,2022-06-12 05:21,19
108,서울,2022-06-12 05:22,19
108,서울,2022-06-12 05:23,19
108,서울,2022-06-12 05:24,19
108,서울,2022-06-12 05:25,18.9
108,서울,2022-06-12 05:26,18.9
108,서울,2022-06-12 05:27,18.9
108,서울,2022-06-12 05:28,18.9
108,서울,2022-06-12 05:29,18.9
108,서울,2022-06-12 05:30,18.9
108,서울,2022-06-12 05:31,18.9
108,서울,2022-06-12 05:32,18.9
108,서울,2022-06-12 05:33,18.9
108,서울,2022-06-12 05:34,18.9
108,서울,2022-06-12 05:35,18.9
108,서울,2022-06-12 05:36,18.9
108,서울,2022-06-12 05:37,18.9
108,서울,2022-06-12 05:38,18.9
108,서울,2022-06-12 05:39,18.9
108,서울,2022-06-12 05:40,18.9
108,서울,2022-06-12 05:41,18.9
108,서울,2022-06-12 05:42,19
108,서울,2022-06-12 05:43,19
