지점,지점명,일시,기온(°C)
108,서울,2022-06-16 00:01,19.1
108,서울,2022-06-16 00:02,19.1
108,서울,2022-06-16 00:03,19.1
108,서울,2022-06-16 00:04,19.1
108,서울,2022-06-16 00:05,19.1
108,서울,2022-06-16 00:06,19.1
108,서울,2022-06-16 00:07,19.1
108,서울,2022-06-16 00:08,19.1
108,서울,2022-06-16 00:09,19.1
108,서울,2022-06-16 00:10,19.1
108,서울,2022-06-16 00:11,19.1
108,서울,2022-06-16 00:12,19.1
108,서울,2022-06-16 00:13,19.1
108,서울,2022-06-16 00:14,19.1
108,서울,2022-06-16 00:15,19.1
108,서울,2022-06-16 00:16,19
108,서울,2022-06-16 00:17,19
108,서울,2022-06-16 00:18,19
108,서울,2022-06-16 00:19,19
108,서울,2022-06-16 00:20,19
108,서울,2022-06-16 00:21,19
108,서울,2022-06-16 00:22,19
108,서울,2022-06-16 00:23,19
108,서울,2022-06-16 00:24,19
108,서울,2022-06-16 00:25,19
108,서울,2022-06-16 00:26,19
108,서울,2022-06-16 00:27,19
108,서울,2022-06-16 00:28,19
108,서울,2022-06-16 00:29,19
108,서울,2022-06-16 00:30,19
108,서울,2022-06-16 00:31,19
108,서울,2022-06-16 00:32,19
108,서울,2022-06-16 00:33,19
108,서울,2022-06-16 00:34,19
108,서울,2022-06-16 00:35,19
108,서울,2022-06-16 00:36,19
108,서울,2022-06-16 00:37,19
108,서울,2022-06-16 00:38,19
108,서울,2022-06-16 00:39,19
108,서울,2022-06-16 00:40,19
108,서울,2022-06-16 00:41,19
108,서울,2022-06-16 00:42,19
108,서울,2022-06-16 00:43,19
108,서울,2022-06-16 00:44,19
108,서울,2022-06-16 00:45,19
108,서울,2022-06-16 00:46,19
108,서울,2022-06-16 00:47,19
108,서울,2022-06-16 00:48,19
108,서울,2022-06-16 00:49,19
108,서울,2022-06-16 00:50,19
108,서울,2022-06-16 00:51,19
108,서울,2022-06-16 00:52,19
108,서울,2022-06-16 00:53,19
108,서울,2022-06-16 00:54,19
108,서울,2022-06-16 00:55,19
108,서울,2022-06-16 00:56,19
108,서울,2022-06-16 00:57,19
108,서울,2022-06-16 00:58,19
108,서울,2022-06-16 00:59,19
108,서울,2022-06-16 01:00,19
108,서울,2022-06-16 01:01,19
108,서울,2022-06-16 01:02,19
108,서울,2022-06-16 01:03,19
108,서울,2022-06-16 01:04,19
108,서울,2022-06-16 01:05,19
108,서울,2022-06-16 01:06,18.9
108,서울,2022-06-16 01:07,18.9
108,서울,2022-06-16 01:08,18.9
108,서울,2022-06-16 01:09,18.9
108,서울,2022-06-16 01:10,18.9
108,서울,2022-06-16 01:11,18.9
108,서울,2022-06-16 01:12,18.9
108,서울,2022-06-16 01:13,18.9
108,서울,2022-06-16 01:14,18.9
108,서울,2022-06-16 01:15,18.9
108,서울,2022-06-16 01:16,18.9
108,서울,2022-06-16 01:17,18.9
108,서울,2022-06-16 01:18,18.9
108,서울,2022-06-16 01:19,18.9
108,서울,2022-06-16 01:20,18.9
108,서울,2022-06-16 01:21,18.8
108,서울,2022-06-16 01:22,18.8
108,서울,2022-06-16 01:23,18.8
108,서울,2022-06-16 01:24,18.8
108,서울,2022-06-16 01:25,18.8
108,서울,2022-06-16 01:26,18.8
108,서울,2022-06-16 01:27,18.8
108,서울,2022-06-16 01:28,18.8
108,서울,2022-06-16 01:29,18.8
108,서울,2022-06-16 01:30,18.8
108,서울,2022-06-16 01:31,18.7
108,서울,2022-06-16 01:32,18.8
108,서울,2022-06-16 01:33,18.7
108,서울,2022-06-16 01:34,18.7
108,서울,2022-06-16 01:35,18.7
108,서울,2022-06-16 01:36,18.7
108,서울,2022-06-16 01:37,18.7
108,서울,2022-06-16 01:38,18.7
108,서울,2022-06-16 01:39,18.7
108,서울,2022-06-16 01:40,18.7
108,서울,2022-06-16 01:41,18.7
108,서울,2022-06-16 01:42,18.7
108,서울,2022-06-16 01:43,18.7
108,서울,2022-06-16 01:44,18.7
108,서울,2022-06-16 01:45,18.7
108,서울,2022-06-16 01:46,18.7
108,서울,2022-06-16 01:47,18.7
108,서울,2022-06-16 01:48,18.7
108,서울,2022-06-16 01:49,18.7
108,서울,2022-06-16 01:50,18.7
108,서울,2022-06-16 01:51,18.7
108,서울,2022-06-16 01:52,18.7
108,서울,2022-06-16 01:53,18.7
108,서울,2022-06-16 01:54,18.6
108,서울,2022-06-16 01:55,18.7
108,서울,2022-06-16 01:56,18.6
108,서울,2022-06-16 01:57,18.6
108,서울,2022-06-16 01:58,18.6
108,서울,2022-06-16 01:59,18.6
108,서울,2022-06-16 02:00,18.6
108,서울,2022-06-16 02:01,18.6
108,서울,2022-06-16 02:02,18.6
108,서울,2022-06-16 02:03,18.6
108,서울,2022-06-16 02:04,18.6
108,서울,2022-06-16 02:05,18.6
108,서울,2022-06-16 02:06,18.6
108,서울,2022-06-16 02:07,18.6
108,서울,2022-06-16 02:08,18.6
108,서울,2022-06-16 02:09,18.6
108,서울,2022-06-16 02:10,18.6
108,서울,2022-06-16 02:11,18.6
108,서울,2022-06-16 02:12,18.6
108,서울,2022-06-16 02:13,18.6
108,서울,2022-06-16 02:14,18.6
108,서울,2022-06-16 02:15,18.5
108,서울,2022-06-16 02:16,18.6
108,서울,2022-06-16 02:17,18.6
108,서울,2022-06-16 02:18,18.5
