지점,지점명,일시,기온(°C)
108,서울,2022-06-14 00:01,20.8
108,서울,2022-06-14 00:02,20.8
108,서울,2022-06-14 00:03,20.8
108,서울,2022-06-14 00:04,20.8
108,서울,2022-06-14 00:05,20.8
108,서울,2022-06-14 00:06,20.7
108,서울,2022-06-14 00:07,20.7
108,서울,2022-06-14 00:08,20.7
108,서울,2022-06-14 00:09,20.7
108,서울,2022-06-14 00:10,20.7
108,서울,2022-06-14 00:11,20.7
108,서울,2022-06-14 00:12,20.7
108,서울,2022-06-14 00:13,20.7
108,서울,2022-06-14 00:14,20.7
108,서울,2022-06-14 00:15,20.7
108,서울,2022-06-14 00:16,20.7
108,서울,2022-06-14 00:17,20.7
108,서울,2022-06-14 00:18,20.6
108,서울,2022-06-14 00:19,20.6
108,서울,2022-06-14 00:20,20.6
108,서울,2022-06-14 00:21,20.6
108,서울,2022-06-14 00:22,20.6
108,서울,2022-06-14 00:23,20.6
108,서울,2022-06-14 00:24,20.6
108,서울,2022-06-14 00:25,20.6
108,서울,2022-06-14 00:26,20.5
108,서울,2022-06-14 00:27,20.5
108,서울,2022-06-14 00:28,20.5
108,서울,2022-06-14 00:29,20.5
108,서울,2022-06-14 00:30,20.5
108,서울,2022-06-14 00:31,20.5
108,서울,2022-06-14 00:32,20.5
108,서울,2022-06-14 00:33,20.5
108,서울,2022-06-14 00:34,20.5
108,서울,2022-06-14 00:35,20.4
108,서울,2022-06-14 00:36,20.4
108,서울,2022-06-14 00:37,20.4
108,서울,2022-06-14 00:38,20.4
108,서울,2022-06-14 00:39,20.4
108,서울,2022-06-14 00:40,20.4
108,서울,2022-06-14 00:41,20.4
108,서울,2022-06-14 00:42,20.4
108,서울,2022-06-14 00:43,20.4
108,서울,2022-06-14 00:44,20.3
108,서울,2022-06-14 00:45,20.3
108,서울,2022-06-14 00:46,20.3
108,서울,2022-06-14 00:47,20.3
108,서울,2022-06-14 00:48,20.3
108,서울,2022-06-14 00:49,20.3
108,서울,2022-06-14 00:50,20.3
108,서울,2022-06-14 00:51,20.3
108,서울,2022-06-14 00:52,20.2
108,서울,2022-06-14 00:53,20.2
108,서울,2022-06-14 00:54,20.2
108,서울,2022-06-14 00:55,20.2
108,서울,2022-06-14 00:56,20.2
108,서울,2022-06-14 00:57,20.2
108,서울,2022-06-14 00:58,20.2
108,서울,2022-06-14 00:59,20.2
108,서울,2022-06-14 01:00,20.2
108,서울,2022-06-14 01:01,20.2
108,서울,2022-06-14 01:02,20.2
108,서울,2022-06-14 01:03,20.1
108,서울,2022-06-14 01:04,20.1
108,서울,2022-06-14 01:05,20.1
108,서울,2022-06-14 01:06,20.1
108,서울,2022-06-14 01:07,20.1
108,서울,2022-06-14 01:08,20.1
108,서울,2022-06-14 01:09,20.1
108,서울,2022-06-14 01:10,20.1
108,서울,2022-06-14 01:11,20
108,서울,2022-06-14 01:12,20
108,서울,2022-06-14 01:13,20
108,서울,2022-06-14 01:14,20
108,서울,2022-06-14 01:15,20
108,서울,2022-06-14 01:16,20
108,서울,2022-06-14 01:17,20
108,서울,2022-06-14 01:18,20
108,서울,2022-06-14 01:19,19.9
108,서울,2022-06-14 01:20,19.9
108,서울,2022-06-14 01:21,19.9
108,서울,2022-06-14 01:22,19.9
108,서울,2022-06-14 01:23,19.9
108,서울,2022-06-14 01:24,19.9
108,서울,2022-06-14 01:25,19.9
108,서울,2022-06-14 01:26,19.8
108,서울,2022-06-14 01:27,19.8
108,서울,2022-06-14 01:28,19.8
108,서울,2022-06-14 01:29,19.8
108,서울,2022-06-14 01:30,19.8
108,서울,2022-06-14 01:31,19.8
108,서울,2022-06-14 01:32,19.8
108,서울,2022-06-14 01:33,19.8
108,서울,2022-06-14 01:34,19.8
108,서울,2022-06-14 01:35,19.7
108,서울,2022-06-14 01:36,19.7
108,서울,2022-06-14 01:37,19.7
108,서울,2022-06-14 01:38,19.7
108,서울,2022-06-14 01:39,19.7
108,서울,2022-06-14 01:40,19.7
108,서울,2022-06-14 01:41,19.7
108,서울,2022-06-14 01:42,19.7
108,서울,2022-06-14 01:43,19.7
108,서울,2022-06-14 01:44,19.7
108,서울,2022-06-14 01:45,19.7
108,서울,2022-06-14 01:46,19.7
108,서울,2022-06-14 01:47,19.6
108,서울,2022-06-14 01:48,19.6
108,서울,2022-06-14 01:49,19.6
108,서울,2022-06-14 01:50,19.6
108,서울,2022-06-14 01:51,19.6
108,서울,2022-06-14 01:52,19.6
108,서울,2022-06-14 01:53,19.6
108,서울,2022-06-14 01:54,19.5
108,서울,2022-06-14 01:55,19.5
108,서울,2022-06-14 01:56,19.5
108,서울,2022-06-14 01:57,19.5
108,서울,2022-06-14 01:58,19.5
108,서울,2022-06-14 01:59,19.5
108,서울,2022-06-14 02:00,19.5
108,서울,2022-06-14 02:01,19.5
108,서울,2022-06-14 02:02,19.5
108,서울,2022-06-14 02:03,19.5
108,서울,2022-06-14 02:04,19.5
108,서울,2022-06-14 02:05,19.5
108,서울,2022-06-14 02:06,19.4
108,서울,2022-06-14 02:07,19.4
108,서울,2022-06-14 02:08,19.4
108,서울,2022-06-14 02:09,19.4
108,서울,2022-06-14 02:10,19.4
108,서울,2022-06-14 02:11,19.4
108,서울,2022-06-14 02:12,19.4
108,서울,2022-06-14 02:13,19.4
108,서울,2022-06-14 02:14,19.4
108,서울,2022-06-14 02:15,19.4
108,서울,2022-06-14 02:16,19.4
108,서울,2022-06-14 02:17,19.4
108,서울,2022-06-14 02:18,19.4
108,서울,2022-06-14 02:19,19.4
108,서울,2022-06-14 02:20,19.4
108,서울,2022-06-14 02:21,19.4
108,서울,2022-06-14 02:22,19.3
108,서울,2022-06-14 02:23,19.3
108,서울,2022-06-14 02:24,19.3
108,서울,2022-06-14 02:25,19.3
108,서울,2022-06-14 02:26,19.3
108,서울,2022-06-14 02:27,19.3
108,서울,2022-06-14 02:28,19.3
108,서울,2022-06-14 02:29,19.3
108,서울,2022-06-14 02:30,19.3
108,서울,2022-06-14 02:31,19.3
108,서울,2022-06-14 02:32,19.3
108,서울,2022-06-14 02:33,19.3
108,서울,2022-06-14 02:34,19.2
108,서울,2022-06-14 02:35,19.2
108,서울,2022-06-14 02:36,19.2
108,서울,2022-06-14 02:37,19.2
108,서울,2022-06-14 02:38,19.2
108,서울,2022-06-14 02:39,19.2
108,서울,2022-06-14 02:40,19.2
108,서울,2022-06-14 02:41,19.2
108,서울,2022-06-14 02:42,19.2
108,서울,2022-06-14 02:43,19.2
108,서울,2022-06-14 02:44,19.2
108,서울,2022-06-14 02:45,19.2
108,서울,2022-06-14 02:46,19.2
108,서울,2022-06-14 02:47,19.2
108,서울,2022-06-14 02:48,19.2
108,서울,2022-06-14 02:49,19.2
108,서울,2022-06-14 02:50,19.1
108,서울,2022-06-14 02:51,19.1
108,서울,2022-06-14 02:52,19.1
108,서울,2022-06-14 02:53,19.1
108,서울,2022-06-14 02:54,19.1
108,서울,2022-06-14 02:55,19.1
108,서울,2022-06-14 02:56,19.1
108,서울,2022-06-14 02:57,19
108,서울,2022-06-14 02:58,19
108,서울,2022-06-14 02:59,19
108,서울,2022-06-14 03:00,19
108,서울,2022-06-14 03:01,19
108,서울,2022-06-14 03:02,19
108,서울,2022-06-14 03:03,19
108,서울,2022-06-14 03:04,19
108,서울,2022-06-14 03:05,19
108,서울,2022-06-14 03:06,19
108,서울,2022-06-14 03:07,19
108,서울,2022-06-14 03:08,19
108,서울,2022-06-14 03:09,19
108,서울,2022-06-14 03:10,19
108,서울,2022-06-14 03:11,19
108,서울,2022-06-14 03:12,19
108,서울,2022-06-14 03:13,19
108,서울,2022-06-14 03:14,19
108,서울,2022-06-14 03:15,19
108,서울,2022-06-14 03:16,19
108,서울,2022-06-14 03:17,19
108,서울,2022-06-14 03:18,19
108,서울,2022-06-14 03:19,19
108,서울,2022-06-14 03:20,19
108,서울,2022-06-14 03:21,19
108,서울,2022-06-14 03:22,19
108,서울,2022-06-14 03:23,19
108,서울,2022-06-14 03:24,19
108,서울,2022-06-14 03:25,19
108,서울,2022-06-14 03:26,19
108,서울,2022-06-14 03:27,18.9
108,서울,2022-06-14 03:28,19
108,서울,2022-06-14 03:29,18.9
108,서울,2022-06-14 03:30,18.9
108,서울,2022-06-14 03:31,18.9
108,서울,2022-06-14 03:32,18.9
108,서울,2022-06-14 03:33,18.9
108,서울,2022-06-14 03:34,18.9
108,서울,2022-06-14 03:35,18.9
108,서울,2022-06-14 03:36,18.9
108,서울,2022-06-14 03:37,18.9
108,서울,2022-06-14 03:38,18.9
108,서울,2022-06-14 03:39,18.9
108,서울,2022-06-14 03:40,18.9
108,서울,2022-06-14 03:41,18.9
108,서울,2022-06-14 03:42,18.9
108,서울,2022-06-14 03:43,18.9
108,서울,2022-06-14 03:44,18.9
108,서울,2022-06-14 03:45,18.9
108,서울,2022-06-14 03:46,18.9
108,서울,2022-06-14 03:47,18.9
108,서울,2022-06-14 03:48,18.9
108,서울,2022-06-14 03:49,18.9
108,서울,2022-06-14 03:50,18.9
108,서울,2022-06-14 03:51,18.9
108,서울,2022-06-14 03:52,18.9
108,서울,2022-06-14 03:53,18.9
108,서울,2022-06-14 03:54,18.9
108,서울,2022-06-14 03:55,18.8
108,서울,2022-06-14 03:56,18.8
108,서울,2022-06-14 03:57,18.8
108,서울,2022-06-14 03:58,18.8
108,서울,2022-06-14 03:59,18.8
108,서울,2022-06-14 04:00,18.8
108,서울,2022-06-14 04:01,18.8
108,서울,2022-06-14 04:02,18.8
108,서울,2022-06-14 04:03,18.8
108,서울,2022-06-14 04:04,18.8
108,서울,2022-06-14 04:05,18.8
108,서울,2022-06-14 04:06,18.8
108,서울,2022-06-14 04:07,18.8
108,서울,2022-06-14 04:08,18.8
108,서울,2022-06-14 04:09,18.8
108,서울,2022-06-14 04:10,18.8
108,서울,2022-06-14 04:11,18.8
108,서울,2022-06-14 04:12,18.8
108,서울,2022-06-14 04:13,18.8
108,서울,2022-06-14 04:14,18.7
108,서울,2022-06-14 04:15,18.7
108,서울,2022-06-14 04:16,18.7
108,서울,2022-06-14 04:17,18.8
108,서울,2022-06-14 04:18,18.8
108,서울,2022-06-14 04:19,18.8
108,서울,2022-06-14 04:20,18.7
108,서울,2022-06-14 04:21,18.7
108,서울,2022-06-14 04:22,18.7
108,서울,2022-06-14 04:23,18.7
108,서울,2022-06-14 04:24,18.7
108,서울,2022-06-14 04:25,18.7
108,서울,2022-06-14 04:26,18.7
108,서울,2022-06-14 04:27,18.7
108,서울,2022-06-14 04:28,18.7
108,서울,2022-06-14 04:29,18.7
108,서울,2022-06-14 04:30,18.7
108,서울,2022-06-14 04:31,18.7
108,서울,2022-06-14 04:32,18.7
108,서울,2022-06-14 04:33,18.7
108,서울,2022-06-14 04:34,18.7
108,서울,2022-06-14 04:35,18.6
108,서울,2022-06-14 04:36,18.6
108,서울,2022-06-14 04:37,18.6
108,서울,2022-06-14 04:38,18.6
108,서울,2022-06-14 04:39,18.6
108,서울,2022-06-14 04:40,18.6
108,서울,2022-06-14 04:41,18.6
108,서울,2022-06-14 04:42,18.6
108,서울,2022-06-14 04:43,18.6
108,서울,2022-06-14 04:44,18.6
108,서울,2022-06-14 04:45,18.6
108,서울,2022-06-14 04:46,18.6
108,서울,2022-06-14 04:47,18.6
108,서울,2022-06-14 04:48,18.6
108,서울,2022-06-14 04:49,18.6
108,서울,2022-06-14 04:50,18.6
108,서울,2022-06-14 04:51,18.6
108,서울,2022-06-14 04:52,18.6
108,서울,2022-06-14 04:53,18.6
108,서울,2022-06-14 04:54,18.6
108,서울,2022-06-14 04:55,18.6
108,서울,2022-06-14 04:56,18.6
108,서울,2022-06-14 04:57,18.6
108,서울,2022-06-14 04:58,18.6
108,서울,2022-06-14 04:59,18.6
108,서울,2022-06-14 05:00,18.6
108,서울,2022-06-14 05:01,18.6
108,서울,2022-06-14 05:02,18.6
108,서울,2022-06-14 05:03,18.6
108,서울,2022-06-14 05:04,18.6
108,서울,2022-06-14 05:05,18.6
108,서울,2022-06-14 05:06,18.6
108,서울,2022-06-14 05:07,18.6
108,서울,2022-06-14 05:08,18.6
108,서울,2022-06-14 05:09,18.6
108,서울,2022-06-14 05:10,18.6
108,서울,2022-06-14 05:11,18.6
108,서울,2022-06-14 05:12,18.6
108,서울,2022-06-14 05:13,18.6
108,서울,2022-06-14 05:14,18.6
108,서울,2022-06-14 05:15,18.6
108,서울,2022-06-14 05:16,18.6
108,서울,2022-06-14 05:17,18.6
108,서울,2022-06-14 05:18,18.6
108,서울,2022-06-14 05:19,18.6
108,서울,2022-06-14 05:20,18.6
108,서울,2022-06-14 05:21,18.6
108,서울,2022-06-14 05:22,18.6
108,서울,2022-06-14 05:23,18.6
108,서울,2022-06-14 05:24,18.6
108,서울,2022-06-14 05:25,18.6
108,서울,2022-06-14 05:26,18.6
108,서울,2022-06-14 05:27,18.6
108,서울,2022-06-14 05:28,18.6
108,서울,2022-06-14 05:29,18.6
108,서울,2022-06-14 05:30,18.7
108,서울,2022-06-14 05:31,18.6
108,서울,2022-06-14 05:32,18.6
108,서울,2022-06-14 05:33,18.6
108,서울,2022-06-14 05:34,18.6
108,서울,2022-06-14 05:35,18.7
108,서울,2022-06-14 05:36,18.7
108,서울,2022-06-14 05:37,18.7
108,서울,2022-06-14 05:38,18.7
108,서울,2022-06-14 05:39,18.7
108,서울,2022-06-14 05:40,18.7
108,서울,2022-06-14 05:41,18.7
108,서울,2022-06-14 05:42,18.7
108,서울,2022-06-14 05:43,18.7
108,서울,2022-06-14 05:44,18.7
108,서울,2022-06-14 05:45,18.7
108,서울,2022-06-14 05:46,18.7
108,서울,2022-06-14 05:47,18.7
108,서울,2022-06-14 05:48,18.7
108,서울,2022-06-14 05:49,18.7
108,서울,2022-06-14 05:50,18.7
108,서울,2022-06-14 05:51,18.7
108,서울,2022-06-14 05:52,18.8
108,서울,2022-06-14 05:53,18.8
108,서울,2022-06-14 05:54,18.8
108,서울,2022-06-14 05:55,18.8
108,서울,2022-06-14 05:56,18.8
108,서울,2022-06-14 05:57,18.8
108,서울,2022-06-14 05:58,18.8
108,서울,2022-06-14 05:59,18.8
108,서울,2022-06-14 06:00,18.8
108,서울,2022-06-14 06:01,18.8
108,서울,2022-06-14 06:02,18.8
108,서울,2022-06-14 06:03,18.8
108,서울,2022-06-14 06:04,18.8
108,서울,2022-06-14 06:05,18.8
108,서울,2022-06-14 06:06,18.8
108,서울,2022-06-14 06:07,18.8
108,서울,2022-06-14 06:08,18.8
108,서울,2022-06-14 06:09,18.8
108,서울,2022-06-14 06:10,18.8
108,서울,2022-06-14 06:11,18.8
108,서울,2022-06-14 06:12,18.8
108,서울,2022-06-14 06:13,18.8
108,서울,2022-06-14 06:14,18.8
108,서울,2022-06-14 06:15,18.8
108,서울,2022-06-14 06:16,18.8
108,서울,2022-06-14 06:17,18.8
108,서울,2022-06-14 06:18,18.8
108,서울,2022-06-14 06:19,18.8
108,서울,2022-06-14 06:20,18.8
108,서울,2022-06-14 06:21,18.8
108,서울,2022-06-14 06:22,18.8
108,서울,2022-06-14 06:23,18.8
108,서울,2022-06-14 06:24,18.8
108,서울,2022-06-14 06:25,18.8
108,서울,2022-06-14 06:26,18.8
108,서울,2022-06-14 06:27,18.8
108,서울,2022-06-14 06:28,18.8
108,서울,2022-06-14 06:29,18.8
108,서울,2022-06-14 06:30,18.8
108,서울,2022-06-14 06:31,18.8
108,서울,2022-06-14 06:32,18.8
108,서울,2022-06-14 06:33,18.8
108,서울,2022-06-14 06:34,18.8
108,서울,2022-06-14 06:35,18.9
108,서울,2022-06-14 06:36,18.9
108,서울,2022-06-14 06:37,18.9
108,서울,2022-06-14 06:38,18.9
108,서울,2022-06-14 06:39,19
108,서울,2022-06-14 06:40,19
108,서울,2022-06-14 06:41,19
108,서울,2022-06-14 06:42,19
108,서울,2022-06-14 06:43,19.1
108,서울,2022-06-14 06:44,19.1
108,서울,2022-06-14 06:45,19.2
108,서울,2022-06-14 06:46,19.2
108,서울,2022-06-14 06:47,19.2
108,서울,2022-06-14 06:48,19.3
108,서울,2022-06-14 06:49,19.3
108,서울,2022-06-14 06:50,19.4
108,서울,2022-06-14 06:51,19.4
108,서울,2022-06-14 06:52,19.4
108,서울,2022-06-14 06:53,19.4
108,서울,2022-06-14 06:54,19.4
108,서울,2022-06-14 06:55,19.5
108,서울,2022-06-14 06:56,19.5
108,서울,2022-06-14 06:57,19.6
108,서울,2022-06-14 06:58,19.6
108,서울,2022-06-14 06:59,19.6
108,서울,2022-06-14 07:00,19.7
108,서울,2022-06-14 07:01,19.7
108,서울,2022-06-14 07:02,19.7
108,서울,2022-06-14 07:03,19.7
108,서울,2022-06-14 07:04,19.7
108,서울,2022-06-14 07:05,19.7
108,서울,2022-06-14 07:06,19.7
108,서울,2022-06-14 07:07,19.7
108,서울,2022-06-14 07:08,19.8
108,서울,2022-06-14 07:09,19.8
108,서울,2022-06-14 07:10,19.8
108,서울,2022-06-14 07:11,19.8
108,서울,2022-06-14 07:12,19.8
108,서울,2022-06-14 07:13,19.8
108,서울,2022-06-14 07:14,19.8
108,서울,2022-06-14 07:15,19.9
108,서울,2022-06-14 07:16,19.9
108,서울,2022-06-14 07:17,19.9
108,서울,2022-06-14 07:18,19.9
108,서울,2022-06-14 07:19,19.9
108,서울,2022-06-14 07:20,20
108,서울,2022-06-14 07:21,20
108,서울,2022-06-14 07:22,20
108,서울,2022-06-14 07:23,20
108,서울,2022-06-14 07:24,20.1
108,서울,2022-06-14 07:25,20.1
108,서울,2022-06-14 07:26,20.1
108,서울,2022-06-14 07:27,20.1
108,서울,2022-06-14 07:28,20.1
108,서울,2022-06-14 07:29,20.1
108,서울,2022-06-14 07:30,20.2
108,서울,2022-06-14 07:31,20.2
108,서울,2022-06-14 07:32,20.3
108,서울,2022-06-14 07:33,20.3
108,서울,2022-06-14 07:34,20.3
108,서울,2022-06-14 07:35,20.4
108,서울,2022-06-14 07:36,20.4
108,서울,2022-06-14 07:37,20.4
108,서울,2022-06-14 07:38,20.4
108,서울,2022-06-14 07:39,20.4
108,서울,2022-06-14 07:40,20.5
108,서울,2022-06-14 07:41,20.5
108,서울,2022-06-14 07:42,20.5
108,서울,2022-06-14 07:43,20.5
108,서울,2022-06-14 07:44,20.5
108,서울,2022-06-14 07:45,20.6
108,서울,2022-06-14 07:46,20.6
108,서울,2022-06-14 07:47,20.5
108,서울,2022-06-14 07:48,20.6
108,서울,2022-06-14 07:49,20.6
108,서울,2022-06-14 07:50,20.6
108,서울,2022-06-14 07:51,20.6
108,서울,2022-06-14 07:52,20.6
108,서울,2022-06-14 07:53,20.6
108,서울,2022-06-14 07:54,20.6
108,서울,2022-06-14 07:55,20.6
108,서울,2022-06-14 07:56,20.6
108,서울,2022-06-14 07:57,20.7
108,서울,2022-06-14 07:58,20.7
108,서울,2022-06-14 07:59,20.7
108,서울,2022-06-14 08:00,20.7
108,서울,2022-06-14 08:01,20.7
108,서울,2022-06-14 08:02,20.8
108,서울,2022-06-14 08:03,20.8
108,서울,2022-06-14 08:04,20.9
108,서울,2022-06-14 08:05,20.9
108,서울,2022-06-14 08:06,20.9
108,서울,2022-06-14 08:07,20.9
108,서울,2022-06-14 08:08,20.9
108,서울,2022-06-14 08:09,21
108,서울,2022-06-14 08:10,21
108,서울,2022-06-14 08:11,21
108,서울,2022-06-14 08:12,21
108,서울,2022-06-14 08:13,21.1
108,서울,2022-06-14 08:14,21.1
108,서울,2022-06-14 08:15,21.1
108,서울,2022-06-14 08:16,21.2
108,서울,2022-06-14 08:17,21.3
108,서울,2022-06-14 08:18,21.3
108,서울,2022-06-14 08:19,21.4
108,서울,2022-06-14 08:20,21.5
108,서울,2022-06-14 08:21,21.5
108,서울,2022-06-14 08:22,21.6
108,서울,2022-06-14 08:23,21.6
108,서울,2022-06-14 08:24,21.7
108,서울,2022-06-14 08:25,21.6
108,서울,2022-06-14 08:26,21.6
108,서울,2022-06-14 08:27,21.7
108,서울,2022-06-14 08:28,21.7
108,서울,2022-06-14 08:29,21.7
108,서울,2022-06-14 08:30,21.7
108,서울,2022-06-14 08:31,21.7
108,서울,2022-06-14 08:32,21.7
108,서울,2022-06-14 08:33,21.8
108,서울,2022-06-14 08:34,21.8
108,서울,2022-06-14 08:35,21.9
108,서울,2022-06-14 08:36,21.9
108,서울,2022-06-14 08:37,21.9
108,서울,2022-06-14 08:38,21.9
108,서울,2022-06-14 08:39,21.9
108,서울,2022-06-14 08:40,22
108,서울,2022-06-14 08:41,22
108,서울,2022-06-14 08:42,22
108,서울,2022-06-14 08:43,22.1
108,서울,2022-06-14 08:44,22.1
108,서울,2022-06-14 08:45,22.1
108,서울,2022-06-14 08:46,22.1
108,서울,2022-06-14 08:47,22.1
108,서울,2022-06-14 08:48,22.1
108,서울,2022-06-14 08:49,22.2
108,서울,2022-06-14 08:50,22.2
108,서울,2022-06-14 08:51,22.3
108,서울,2022-06-14 08:52,22.3
108,서울,2022-06-14 08:53,22.2
108,서울,2022-06-14 08:54,22.1
108,서울,2022-06-14 08:55,22.1
108,서울,2022-06-14 08:56,22.1
