지점,지점명,일시,기온(°C)
108,서울,2022-06-13 00:01,22.1
108,서울,2022-06-13 00:02,22
108,서울,2022-06-13 00:03,22
108,서울,2022-06-13 00:04,22
108,서울,2022-06-13 00:05,22
108,서울,2022-06-13 00:06,22
108,서울,2022-06-13 00:07,22
108,서울,2022-06-13 00:08,22
108,서울,2022-06-13 00:09,22
108,서울,2022-06-13 00:10,22
108,서울,2022-06-13 00:11,22
108,서울,2022-06-13 00:12,22
108,서울,2022-06-13 00:13,22
108,서울,2022-06-13 00:14,22
108,서울,2022-06-13 00:15,22
108,서울,2022-06-13 00:16,22
108,서울,2022-06-13 00:17,22
108,서울,2022-06-13 00:18,22
108,서울,2022-06-13 00:19,22
108,서울,2022-06-13 00:20,22
108,서울,2022-06-13 00:21,22
108,서울,2022-06-13 00:22,21.9
108,서울,2022-06-13 00:23,21.9
108,서울,2022-06-13 00:24,21.9
108,서울,2022-06-13 00:25,21.9
108,서울,2022-06-13 00:26,22
108,서울,2022-06-13 00:27,21.9
108,서울,2022-06-13 00:28,21.9
108,서울,2022-06-13 00:29,21.9
108,서울,2022-06-13 00:30,21.9
108,서울,2022-06-13 00:31,21.9
108,서울,2022-06-13 00:32,21.9
108,서울,2022-06-13 00:33,21.9
108,서울,2022-06-13 00:34,21.9
108,서울,2022-06-13 00:35,21.9
108,서울,2022-06-13 00:36,21.9
108,서울,2022-06-13 00:37,21.9
108,서울,2022-06-13 00:38,21.9
108,서울,2022-06-13 00:39,21.9
108,서울,2022-06-13 00:40,21.8
108,서울,2022-06-13 00:41,21.8
108,서울,2022-06-13 00:42,21.8
108,서울,2022-06-13 00:43,21.8
108,서울,2022-06-13 00:44,21.9
108,서울,2022-06-13 00:45,21.9
108,서울,2022-06-13 00:46,21.8
108,서울,2022-06-13 00:47,21.8
108,서울,2022-06-13 00:48,21.8
108,서울,2022-06-13 00:49,21.8
108,서울,2022-06-13 00:50,21.8
108,서울,2022-06-13 00:51,21.8
108,서울,2022-06-13 00:52,21.8
108,서울,2022-06-13 00:53,21.8
108,서울,2022-06-13 00:54,21.8
108,서울,2022-06-13 00:55,21.8
108,서울,2022-06-13 00:56,21.9
108,서울,2022-06-13 00:57,21.8
108,서울,2022-06-13 00:58,21.8
108,서울,2022-06-13 00:59,21.8
108,서울,2022-06-13 01:00,21.8
108,서울,2022-06-13 01:01,21.8
108,서울,2022-06-13 01:02,21.8
108,서울,2022-06-13 01:03,21.8
108,서울,2022-06-13 01:04,21.8
108,서울,2022-06-13 01:05,21.8
108,서울,2022-06-13 01:06,21.8
108,서울,2022-06-13 01:07,21.8
108,서울,2022-06-13 01:08,21.8
108,서울,2022-06-13 01:09,21.8
